id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped
u-81,one-half of Las Virgenes,1834,figueroa,Jose Figueroa,D. Carrillo et al,,,Los Angeles,S.D. 256,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267597,,no
u-82,surplus lands of New Helvetia,1845,micheltorena,Manuel Micheltorena,John A. Sutter,,,Yuba,,,,,,,,,,no
u-83,Huerhuero or Huerfano,1842,pico,Juan B. Alvarado; Pio Pico,Mariano Bonilla,15684,,San Luis Obispo,S.D. 196,Confirmed,,"Aug. 9, 1866",,315,,https://digicoll.lib.berkeley.edu/record/267540,,no
u-84,Las Huertas,1844,micheltorena,Manuel Micheltorena,"Francisco, Luis and Raymundo",,,Santa Barbara,SD 207,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267551,,no
u-85,"Mission Indian lands (Santa Clara; Las Gallinas, El Nacimiento, La Estrella; tracts near Mission Santa Ynes; one square league in each of the 21 Missions)",1844,micheltorena,Manuel Micheltorena,the Indians,,,various,ND/SD 422,Rejected,,,,,,,,no
u-86,Mission of Santa Inez,1846,pico,Pio Pico,J. M. Covarrubias et al,,,Santa Barbara,SD 369,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268990,,no
u-87,San Isidro,1833,figueroa,Jose Figueroa,Quintin Ortega et al,4438,,Santa Clara,N.D. 216,Confirmed,,"Sept. 27, 1867",,228,,https://digicoll.lib.berkeley.edu/record/265808,,no
u-88,Sobrante of Jacinto Viejo y Nuevo,1846,pico,Pio Pico,Maria del Rosario Estudillo de Aguirre,,,San Diego,S.D. 80,Confirmed,,,,486,,https://digicoll.lib.berkeley.edu/record/265828,,no
u-89,San Jacinto,1842,alvarado,Manuel Jimeno,J. A. Estudillo,,,San Diego,S.D. 233,Confirmed,,"Jan. 17, 1880",,489,,https://digicoll.lib.berkeley.edu/record/267574,,no
u-90,two-thirds of Jesus Maria,1837,alvarado,Juan B. Alvarado,Lucas Olivera et al,42184,,Santa Barbara,S.D. 268,Confirmed,,"Sept. 7, 1871",,356,,https://digicoll.lib.berkeley.edu/record/267609,,no
u-91,Jimeno Rancho,1844,micheltorena,Manuel Micheltorena,Manuel Jimeno,48854,,Colusi,N.D. 23,Confirmed,,,,22,,https://digicoll.lib.berkeley.edu/record/264412,,no
u-92,Pueblo of San Jose,1778,spanish,Felipe de Neve,Pueblo of San Jose,,,,N.D. 419,Confirmed,,,,179,,https://digicoll.lib.berkeley.edu/record/264265,,no
u-93,3 suertes in San Jose,1785,spanish,authority of the King of Spain,Mazario Laez,,,Santa Clara,ND 254,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256586,,no
u-94,Larkin's Rancho,1844,micheltorena,Manuel Micheltorena,F. Larkin et al,44364,,Colusi,N.D. 115,Confirmed,,,,16,,https://digicoll.lib.berkeley.edu/record/265475,,no
u-95,Punta de Lobos,1846,pico,Pio Pico,Benito Diaz,,,San Francisco,N.D. 394,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264466,,no
u-96,Locoyollome,1845,micheltorena,Jose de los Santos Berreyesa (first Alcalde of the District of Sonoma),John Rainsford,,,Napa,ND 267,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256599,,no
u-97,San Luis Rey and Pala,1846,pico,Pio Pico,Antonio Jose Scott and Jose Antonio Pico,,,San Diego,SD 339,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/268962,,no
u-98,Lup Yomi,1844,micheltorena,Manuel Micheltorena,Salvador Vallejo et al,,,Napa,N.D. 8,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264401,,no
u-99,Lupyomi,1844,micheltorena,Manuel Micheltorena,Jose Y. Limantour,,,,ND 317,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256646,,no
u-101,portion of Mallacomes or Moristal (No. 58),1843,micheltorena,Manuel Micheltorena,Jose de los Santos Berreyesa,8328,,Sonoma,ND 150,Confirmed,,"Sept. 5, 1872",,403,,https://digicoll.lib.berkeley.edu/record/265510,,no
u-102,Matzultaquea,1845,pico,Pio Pico,Ramon Carrillo,,,Los Angeles,,,,,,,,,,no
u-103,Medano,1839,alvarado,Juan B. Alvarado,Jose Antonio and Jose Maria Meza,,,Contra Costa,ND 291,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256621,,no
u-104,Melyo,1833,figueroa,Jose Figueroa,S. E. Arguello,,,San Diego,SD 91,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266104,,no
u-105,San Miguelito de Trinidad,1841,alvarado,Juan B. Alvarado,Jose Rafael Gonzalez,22135,,Monterey,ND 18,Confirmed,,,,,,,,no
u-106,Rincon de la Puenta del Monte,1836,interim,Gutierrez,T. Gonzales,15218,,Monterey,S.D. 101,Confirmed,,,,272,,https://digicoll.lib.berkeley.edu/record/265844,,no
u-107,Moquelamo,1846,pico,Pio Pico,A. Pico,,,Calaveras,ND 184,Rejected,,,,,22 How. 406,https://digicoll.lib.berkeley.edu/record/265543,,no
u-108,Nemshas,1844,micheltorena,Manuel Micheltorena,Teodoro Sicard,,,,ND 302,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256631,,no
u-109,Nicasia,1844,micheltorena,Manuel Micheltorena,Pablo de la Guerra and Juan Cooper,56621,,Marin,N.D. 392,Confirmed,,"Nov. 1, 1861",,32,,https://digicoll.lib.berkeley.edu/record/264241,,no
u-110,Ojay,1837,alvarado,Juan B. Alvarado,F. Tico,17792,,Santa Barbara,S.D. 168,Confirmed,,,,389,,https://digicoll.lib.berkeley.edu/record/266126,,no
u-111,one-sixth of San Pedro,1822,spanish,P. V. de Sola,Cristobal Dominguez,,,Los Angeles,S.D. 313,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268938,,no
u-112,Canada de los Osos,1844,micheltorena,Manuel Micheltorena,M. Castro,,,Monterey,ND 191,Rejected,,,,,,,,no
u-113,El Pajaro,1843,micheltorena,Jose R. Estrada,J. M. Borgas,,,Monterey,SD 291,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268918,,no
u-114,Canada de los Pinacates,1835,figueroa,Jose Castro,Jose Cruz and Jose Maria Cruz,,,Los Angeles,SD 270,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267611,,no
u-115,Point Pinos,1833,figueroa,Jose Figueroa,Jose Maria Armenta,,,Monterey,SD 380,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268999,,no
u-116,Rio de las Plumas (in Jimeno's Index),1844,micheltorena,Manuel Micheltorena,Charles W. Flugge,,,Butte,ND 259,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256591,,no
u-117,Potrero,1843,micheltorena,Manuel Micheltorena,J. M. Fuentes,,,Santa Clara,N.D. 209,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265802,,no
u-118,Pueblo of Sonoma,1835,figueroa,M. G. Vallejo,Pueblo of Sonoma,,,,N.D. 423,Confirmed,,,,68,,https://digicoll.lib.berkeley.edu/record/264267,,no
u-119,Quien Sabe,1836,interim,Nicolas Gutierrez,F. C. Negrete,,,San Joaquin,SD 370,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268991,,no
u-120,Sansal Redondo,1837,alvarado,Juan B. Alvarado,A. Y. Abila,,,Los Angeles,S.D. 354,Confirmed,,"Mar. 22, 1875",,438,,https://digicoll.lib.berkeley.edu/record/268976,,no
u-121,Island of Sacramento,1845,alvarado,Juan B. Alvarado,Roberto Elwell,,,,N.D. 270,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256602,,no
u-122,Sacramento,1846,pico,Pio Pico,M. Diaz,,,Colusi,ND 188,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265784,,no
u-123,Island of Sacramento,1844,micheltorena,Manuel Micheltorena,Victor Prudon,,,,ND 193,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265787,,no
u-124,Sayente,1833,figueroa,Jose Figueroa,Joaquin Buelna,,,Santa Cruz,ND 309,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256638,,no
u-125,Sierra de los Verdugos,1846,pico,Pio Pico,A. Coronel,,,Los Angeles,SD 163,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/266122,,no
u-126,Socayac,1844,micheltorena,Manuel Micheltorena,John Chamberlain,,,,N.D. 348,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264185,,no
u-127,3 suertes,1843,micheltorena,Jose R. Estrada (Prefect of the First District),Jose C. Boronda,,,Monterey,SD 377,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268996,,no
u-128,Town of Sutter,,unattributed,,,,,Sacramento,ND 369,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/264205,,no
u-129,Temalpais or Tamalpais,1845,pico,Pio Pico,H. Sanchez,,,Marin,N.D. 185,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265544,,no
u-130,Tinicasia,1841,alvarado,M. G. Vallejo,San Rafael tribe of Indians,,,Marin,ND 210,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267519,,no
u-131,unnamed tract (10 by 2 leagues),1844,micheltorena,Manuel Micheltorena,Jose Antonio Galindo,,,Mendocino,N.D. 408,Confirmed,,,,,,https://digicoll.lib.berkeley.edu/record/264255,,no
u-132,unnamed tract (4 square leagues),1846,pico,Pio Pico,Dionisio and Maximo Fernandez,17805,,Butte,N.D. 377,Confirmed,,,,15,,https://digicoll.lib.berkeley.edu/record/264228,,no
u-133,unnamed tract (9 square leagues),1844,micheltorena,Manuel Micheltorena,Rafael Garcia,,,Mendocino,N.D. 96,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265457,,no
u-134,Valle de las Viejas,1846,pico,Pio Pico,Ramon Asuna et al,,,San Diego,S.D. 249,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/267590,,no
u-135,La Vena,1842,alvarado,Juan B. Alvarado,F. E. Quintana,,,San Luis Obispo,S.D. 292,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/268919,,no
u-136,Willy,1844,micheltorena,Manuel Micheltorena and J. A. Sutter,Michael C. Nye,,,,ND 268,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256600,,no
u-137,Yucuy,1846,pico,Jose de los Santos Berreyesa,J. J. Berreyesa,,,,ND 279,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/256610,,no
u-138,Yulupa,1844,micheltorena,Manuel Micheltorena,Miguel Alvarado,,,Sonoma,N.D. 140,Rejected,,,,,,https://digicoll.lib.berkeley.edu/record/265500,,no
